Image and Tag Name,Number of unique CVEs,Low CVEs,Medium CVEs,High CVEs,Critical CVEs,Unassigned CVEs,Differing CVEs,Number of Pulls,Number of Repo Stars,Category,SubCategories,Size
websphere-liberty:kernel-java17-openj9,24,19,5,0,0,0,0,23727085,299,Official,web-servers,119669287
aerospike:ee-7.1.0.1,20,16,4,0,0,0,0,17906309,144,Official,databases-and-storage,81987572
redmine:alpine,100,5,54,22,6,11,2,68014881,1201,Official,content-management-system,186043966
docker:27.0.2-dind-rootless,4,1,1,1,0,1,0,2980899991,2600,Official,developer-tools,129866998
jruby:9.4.7.0-jre,156,59,80,15,0,0,2,50371665,116,Official,languages-and-frameworks,127409998
teamspeak:3.13.6,47,2,12,13,4,16,0,134294977,536,Official,,13481650
sapmachine:ubuntu-24.04,11,9,2,0,0,0,0,22340852,49,Official,languages-and-frameworks,243499100
caddy:2.8.4-builder-alpine,5,2,2,0,0,0,1,626004008,744,Official,web-servers,80670788
ibmjava:sfj,22,16,6,0,0,0,0,13103034,126,Official,languages-and-frameworks,101798180
lightstreamer:7.4.2-jdk8,28,19,9,0,0,0,0,5776774,90,Official,message-queues,210371069
influxdb:2.7,144,46,23,39,6,0,30,1038316305,1871,Official,databases-and-storage,163963584
almalinux:9.4-20240530,167,131,18,2,0,16,0,6614527,162,Official,operating-systems,68578181
open-liberty:kernel-slim-java11-openj9,26,19,6,0,0,1,0,12934678,65,Official,web-servers,116324948
elasticsearch:8.14.0,39,19,11,5,0,1,3,860774525,6353,Official,databases-and-storage,629641892
swift:rhel-ubi9-slim,222,154,48,5,0,8,7,26311234,687,Official,languages-and-frameworks,125291398
vault:1.13.3,83,7,40,16,3,6,11,538553366,1112,Official,security,97609836
znc:slim,14,3,5,1,0,5,0,28270528,115,Official,,50035508
golang:1.23rc1-alpine3.19,0,0,0,0,0,0,0,2169767338,4871,Official,languages-and-frameworks,191958199
flink:1.18.1-java11,108,19,6,0,0,83,0,88612802,422,Official,data-science,577247519
logstash:7.17.21,146,24,50,44,2,11,15,193145622,2197,Official,monitoring-and-observability,444979767
xwiki:stable-mysql,59,29,14,2,1,12,1,32337763,299,Official,content-management-system,578307131
postfixadmin:fpm,1025,128,773,64,5,26,29,5231400,193,Official,developer-tools,177512861
rust:alpine3.20,3,0,2,0,0,0,1,84541863,982,Official,languages-and-frameworks,276828594
ibm-semeru-runtimes:open-8u412-b08-jdk-jammy,24,19,5,0,0,0,0,5304221,45,Official,languages-and-frameworks,164013254
spark:python3,435,77,150,52,3,139,14,265294,54,Official,data-science,535722148
neo4j:ubi9,1537,309,851,30,0,6,341,278348653,1225,Official,databases-and-storage,290484435
storm:2.6.2,316,20,57,116,28,62,33,8958378,195,Official,data-science,563181240
php:fpm-alpine,8,0,6,1,0,0,1,1170207867,7539,Official,languages-and-frameworks,32519941
emqx:5,63,39,0,1,1,0,22,1879708,81,Official,message-queues,125874711
docker:27.0.2-dind,3,1,0,1,0,1,0,2980899991,2600,Official,developer-tools,2170865718
unit:php8,719,174,453,46,2,6,38,449766,31,Official,web-servers,177753607
solr:9.6.1-slim,81,17,7,0,0,57,0,314646205,985,Official,databases-and-storage,156921034
nextcloud:stable,1007,183,672,65,7,12,68,939750925,4094,Official,content-management-system,425767664
ghost:5.84-alpine,111,14,41,36,6,7,7,361382152,1712,Official,content-management-system,158780932
haskell:buster,1246,360,691,91,2,23,79,7949778,478,Official,languages-and-frameworks,783875079
mono:6.12.0,283,200,10,13,3,6,51,42860323,521,Official,languages-and-frameworks,254819623
irssi:alpine3.20,3,0,2,0,0,0,1,8216587,172,Official,,19724252
gradle:jdk-lts-and-current-jammy,107,34,29,35,5,1,3,239587983,575,Official,developer-tools,552808221
gcc:13.3,972,186,654,49,2,15,66,23889166,850,Official,languages-and-frameworks,497266678
postfixadmin:3.3.13-fpm,1025,128,773,64,5,26,29,5231400,193,Official,developer-tools,177512861
hitch:1.8.0-1,72,44,0,0,1,0,27,434753,24,Official,web-servers,33007314
alt:p10,0,0,0,0,0,0,0,711864,63,Official,operating-systems,43995139
couchbase:enterprise-7.6.1,116,25,58,22,1,2,8,86459240,917,Official,databases-and-storage,726129645
mongo-express:1.0.2-20-alpine3.19,31,3,16,4,2,1,5,239976842,1440,Official,databases-and-storage,61400856
rust:1.78.0-alpine3.20,3,0,2,0,0,0,1,84541863,982,Official,languages-and-frameworks,276828594
unit:1.32.1-php8.3,719,174,453,46,2,6,38,449766,31,Official,web-servers,177753607
phpmyadmin:fpm,882,121,669,54,3,8,27,64507723,991,Official,databases-and-storage,189908804
groovy:jdk21,27,21,6,0,0,0,0,76788228,151,Official,languages-and-frameworks,239727074
photon:4.0-20240602,4,0,4,0,0,0,0,17097756,195,Official,operating-systems,16179558
couchbase:enterprise,120,25,58,22,1,6,8,86459240,917,Official,databases-and-storage,726129645
swipl:9.3.2,90,48,0,1,1,4,36,3073296,67,Official,languages-and-frameworks,96500101
phpmyadmin:apache,893,132,668,54,3,8,28,64507723,991,Official,databases-and-storage,193914360
r-base:4.3.1,137,93,10,10,1,1,22,9998503,539,Official,languages-and-frameworks,339689239
mongo-express:1.0.2-18-alpine3.19,32,3,17,4,2,1,5,239976842,1440,Official,databases-and-storage,59052213
eclipse-temurin:8-jdk-ubi9-minimal,109,57,44,3,0,0,5,134237929,550,Official,languages-and-frameworks,169625649
node:21.7-alpine3.20,5,1,4,0,0,0,0,5155852497,13487,Official,languages-and-frameworks,48944260
hylang:python3.9-alpine3.20,11,1,5,4,0,0,1,25370750,60,Official,languages-and-frameworks,22198500
httpd:2.4-alpine3.20,8,1,4,3,0,0,0,4484298523,4727,Official,web-servers,19580381
matomo:fpm,888,123,668,60,2,8,27,122921979,333,Official,monitoring-and-observability,198423271
mediawiki:stable-fpm,953,168,661,52,2,11,59,44889121,548,Official,content-management-system,346358324
sapmachine:ubuntu-focal,18,15,3,0,0,0,0,22340852,49,Official,languages-and-frameworks,241541944
zookeeper:3.9.2,80,17,6,0,0,57,0,300045094,1430,Official,databases-and-storage,115269622
wordpress:beta-php8.3,938,170,656,49,1,8,54,1377387086,5587,Official,content-management-system,241604252
monica:5.0.0-beta-apache,909,137,667,60,2,8,35,11294526,191,Official,content-management-system,207789644
crate:5.7.1,168,131,17,7,0,12,1,18592897,225,Official,databases-and-storage,198583951
silverpeas:6.0.2,1615,331,735,330,84,42,93,1881618,45,Official,content-management-system,1014925313
alt:p8,0,0,0,0,0,0,0,711864,63,Official,operating-systems,35777561
odoo:17,137,50,50,20,1,16,0,40306116,1345,Official,content-management-system,602174649
redis:7.0-alpine3.20,61,4,13,32,5,0,7,8755331519,12849,Official,databases-and-storage,13531684
zookeeper:3.9,80,17,6,0,0,57,0,300045094,1430,Official,databases-and-storage,115269622
ibm-semeru-runtimes:open-8u412-b08-jdk-focal,23,19,4,0,0,0,0,5304221,45,Official,languages-and-frameworks,165923593
percona:psmdb-5.0.18,115,2,42,57,7,0,7,178449172,629,Official,databases-and-storage,263022990
lightstreamer:7.4.2-jdk17-temurin,32,23,9,0,0,0,0,5776774,90,Official,message-queues,256425127
solr:9.6,131,21,27,16,1,59,7,314646205,985,Official,databases-and-storage,374862737
cassandra:5.0-beta1,122,25,35,41,6,1,14,211080924,1542,Official,databases-and-storage,183417634
gcc:13.3-bookworm,972,186,654,49,2,15,66,23889166,850,Official,languages-and-frameworks,497266678
jetty:jdk17,27,21,6,0,0,0,0,39715759,405,Official,web-servers,227673812
eclipse-temurin:8-jre-ubi9-minimal,109,57,44,3,0,0,5,134237929,550,Official,languages-and-frameworks,107899130
chronograf:1.9.4,209,64,35,59,12,3,36,154620069,361,Official,monitoring-and-observability,71490896
almalinux:9.4-minimal,32,17,8,0,0,7,0,6614527,162,Official,operating-systems,34395730
erlang:20.3-slim,97,57,3,4,2,2,29,55245510,363,Official,languages-and-frameworks,112126088
mongo:5-focal,79,20,16,32,5,0,6,4358857033,10260,Official,databases-and-storage,270121688
neo4j:community-ubi9,1537,309,851,30,0,6,341,278348653,1225,Official,databases-and-storage,290484435
hello-seattle:linux,0,0,0,0,0,0,0,4900751,14,Official,,999
postfixadmin:apache,1036,139,772,64,5,26,30,5231400,193,Official,developer-tools,181532337
kapacitor:1.6,111,29,40,28,5,6,3,58444032,261,Official,monitoring-and-observability,139563415
clojure:tools-deps-1.11.3.1456-bullseye-slim,143,80,2,2,3,3,53,36613901,358,Official,languages-and-frameworks,248352308
ubuntu:rolling,9,7,2,0,0,0,0,9203767586,17105,Official,operating-systems,28872332
silverpeas:6.2,1687,261,1038,239,74,24,51,1881618,45,Official,content-management-system,1867239280
memcached:alpine,3,1,2,0,0,0,0,11135890128,2175,Official,databases-and-storage,4681905
photon:5.0,0,0,0,0,0,0,0,17097756,195,Official,operating-systems,16124596
crate:5.7,168,131,17,7,0,12,1,18592897,225,Official,databases-and-storage,198583951
bash:devel-alpine3.20,3,0,2,0,0,0,1,423900514,630,Official,developer-tools,6516833
jruby:9.4.7.0-jre8,156,59,80,15,0,0,2,50371665,116,Official,languages-and-frameworks,127409998
unit:php8.2,719,174,453,46,2,6,38,449766,31,Official,web-servers,176929808
alpine:edge,3,0,2,0,0,0,1,10501216760,10883,Official,operating-systems,3590997
percona:psmdb-4.4.22,300,2,43,64,7,175,9,178449172,629,Official,databases-and-storage,250413579
yourls:1.9.2,1007,131,766,55,1,26,28,21258156,288,Official,content-management-system,182903001
bash:devel-20240603-alpine3.20,3,0,2,0,0,0,1,423900514,630,Official,developer-tools,6516833
websphere-liberty:24.0.0.5-kernel-java17-openj9,24,19,5,0,0,0,0,23727085,299,Official,web-servers,119669287
crate:5.6,170,133,20,4,0,12,1,18592897,225,Official,databases-and-storage,188862235
mongo-express:1-20-alpine3.19,31,3,16,4,2,1,5,239976842,1440,Official,databases-and-storage,61400856
erlang:20-slim,97,57,3,4,2,2,29,55245510,363,Official,languages-and-frameworks,112126088
redmine:5.1.2-alpine3.20,101,5,56,22,6,10,2,68014881,1201,Official,content-management-system,186043966
swipl:9.2.5,90,48,0,1,1,4,36,3073296,67,Official,languages-and-frameworks,96523456
nextcloud:stable-fpm,999,174,673,65,7,12,68,939750925,4094,Official,content-management-system,422068822
unit:php8.3,719,174,453,46,2,6,38,449766,31,Official,web-servers,177753607
storm:2.6.1,304,20,52,109,26,62,35,8958378,195,Official,data-science,564413143
traefik:v3.0.1,15,1,10,1,0,0,3,3279704663,3212,Official,networking,45453550
odoo:16.0,289,100,12,28,11,26,112,40306116,1345,Official,content-management-system,583039753
ibmjava:jre,22,16,6,0,0,0,0,13103034,126,Official,languages-and-frameworks,166915406
xwiki:stable-mysql-tomcat,59,29,14,2,1,12,1,32337763,299,Official,content-management-system,578307131
alt:sisyphus,0,0,0,0,0,0,0,711864,63,Official,operating-systems,42194830
elasticsearch:8.13.4,53,22,18,8,0,2,3,860774525,6353,Official,databases-and-storage,616908316
amazoncorretto:8u412-al2-generic,5,1,0,0,0,4,0,85693617,397,Official,languages-and-frameworks,138185935
groovy:jdk17-jammy,27,21,6,0,0,0,0,76788228,151,Official,languages-and-frameworks,226316791
convertigo:8.1.0,386,55,104,154,29,6,38,4249049,55,Official,languages-and-frameworks,354903763
julia:bookworm,62,38,0,1,1,0,22,14927502,333,Official,languages-and-frameworks,210887618
alpine:3.20,3,0,2,0,0,0,1,10501216760,10883,Official,operating-systems,3622094
rocket.chat:6.7.0,300,61,67,73,13,54,32,73999845,808,Official,,382579237
convertigo:8.2.7,112,25,11,0,1,74,1,4249049,55,Official,languages-and-frameworks,313942497
spiped:1.6.2,833,98,658,49,1,9,18,3131618,65,Official,security,38219358
sonarqube:lts-datacenter-app,128,23,28,27,4,40,6,1067315424,2397,Official,integration-and-delivery,530760307
eclipse-mosquitto:1.6.15-openssl,7,1,4,0,0,1,1,615175958,1249,Official,message-queues,4032753
photon:3.0-20240602,3,0,2,1,0,0,0,17097756,195,Official,operating-systems,15944889
python:3.13.0b2-bullseye,909,263,472,45,3,17,109,7486837220,9645,Official,languages-and-frameworks,356064305
notary:signer-0.7.0,88,4,27,30,4,14,9,6566455,74,Official,security,7573013
ghost:5.84.1-alpine,111,14,41,36,6,7,7,361382152,1712,Official,content-management-system,158780932
vault:1.13.2,103,6,43,19,6,17,12,538553366,1112,Official,security,52944948
kapacitor:alpine,13,5,5,2,0,0,1,58444032,261,Official,monitoring-and-observability,75007076
composer:2.4.4,14,1,6,5,0,1,1,154282208,1066,Official,developer-tools,68186622
mongo-express:1.0-18-alpine3.19,32,3,17,4,2,1,5,239976842,1440,Official,databases-and-storage,59052213
composer:2.3,14,1,6,5,0,1,1,154282208,1066,Official,developer-tools,68160242
ghost:5.84.1,215,47,53,75,13,6,21,361382152,1712,Official,content-management-system,186320588
adminer:fastcgi,95,55,0,0,2,0,38,371422611,913,Official,databases-and-storage,95983580
rabbitmq:3.12.14-management,78,16,6,0,0,56,0,3483391282,5074,Official,message-queues,112476958
open-liberty:kernel-slim,26,19,6,0,0,1,0,12934678,65,Official,web-servers,114756318
clearlinux:base,0,0,0,0,0,0,0,6849027,173,Official,operating-systems,69300831
redis:7.0.15-alpine,61,4,13,32,5,0,7,8755331519,12849,Official,databases-and-storage,13531684
pypy:3.9,976,254,561,52,3,7,99,40032386,390,Official,languages-and-frameworks,2158810911
rocket.chat:6.6,297,61,67,73,14,54,28,73999845,808,Official,,372843039
cirros:0.6,2,0,0,2,0,0,0,6674391,78,Official,operating-systems,7415369
php-zendserver:8.5-php5.6,699,175,506,16,1,1,0,4268448,212,Official,languages-and-frameworks,315608578
kapacitor:1.6.6,111,29,40,28,5,6,3,58444032,261,Official,monitoring-and-observability,139563415
drupal:7.101-php8.2-fpm-bullseye,813,177,545,46,2,4,39,193290007,1037,Official,content-management-system,167366283
nginx:stable-alpine-otel,19,3,9,1,0,6,0,11208853412,19918,Official,web-servers,24558509
httpd:2.4.59-alpine3.20,8,1,4,3,0,0,0,4484298523,4727,Official,web-servers,19580381
teamspeak:3.13.7,7,1,4,0,0,1,1,134294977,536,Official,,13971373
ruby:alpine3.20,5,0,4,0,0,0,1,1257870500,2327,Official,languages-and-frameworks,44066472
odoo:17.0,137,50,50,20,1,16,0,40306116,1345,Official,content-management-system,602174649
traefik:v3.0,13,2,10,1,0,0,0,3279704663,3212,Official,networking,45453550
tomcat:jre21-temurin,22,17,5,0,0,0,0,760711845,3671,Official,web-servers,110119211
solr:slim,81,17,7,0,0,57,0,314646205,985,Official,databases-and-storage,156921034
swipl:9.2.4,90,48,0,1,1,4,36,3073296,67,Official,languages-and-frameworks,96520643
mongo:5.0.27,79,20,16,32,5,0,6,4358857033,10260,Official,databases-and-storage,270121688
nextcloud:stable-apache,1007,183,672,65,7,12,68,939750925,4094,Official,content-management-system,425767664
znc:1.9.0,19,3,6,4,0,6,0,28270528,115,Official,,157932715
matomo:5.0.3-fpm,892,123,670,61,3,8,27,122921979,333,Official,monitoring-and-observability,198423271
gcc:13.3.0-bookworm,972,186,654,49,2,15,66,23889166,850,Official,languages-and-frameworks,497266678
emqx:5.6,63,39,0,1,1,0,22,1879708,81,Official,message-queues,124206364
postgres:alpine,3,0,2,0,0,0,1,8731561121,13472,Official,databases-and-storage,95742094
notary:server,86,4,23,32,4,14,9,6566455,74,Official,security,7957803
mono:6.12.0.182-slim,182,143,1,3,1,3,31,42860323,521,Official,languages-and-frameworks,94892633
elasticsearch:7.17.21,47,21,16,4,0,1,5,860774525,6353,Official,databases-and-storage,364191193
eggdrop:1.9,14,1,2,0,0,11,0,2809332,79,Official,,11727510
mono:slim,182,143,1,3,1,3,31,42860323,521,Official,languages-and-frameworks,94892633
znc:1.9-slim,14,3,5,1,0,5,0,28270528,115,Official,,50035508
haproxy:lts-alpine3.20,5,0,4,0,0,0,1,1018057305,1921,Official,web-servers,13117227
mysql:lts-oracle,134,4,35,44,5,40,6,4305301781,15137,Official,databases-and-storage,168700380
phpmyadmin:5.2.1-fpm,882,121,669,54,3,8,27,64507723,991,Official,databases-and-storage,189908804
redis:7.0.15-alpine3.20,61,4,13,32,5,0,7,8755331519,12849,Official,databases-and-storage,13531684
couchdb:3.1,201,68,1,3,1,89,39,189385990,565,Official,databases-and-storage,79794261
nginx:stable-alpine-perl,19,3,9,1,0,6,0,11208853412,19918,Official,web-servers,30072968
telegraf:1.30,73,42,2,1,1,2,25,595630842,665,Official,monitoring-and-observability,155343333
sonarqube:lts-enterprise,118,21,25,24,4,40,4,1067315424,2397,Official,integration-and-delivery,505907046
mono:6.12.0-slim,182,143,1,3,1,3,31,42860323,521,Official,languages-and-frameworks,94892633
varnish:7.5,859,111,657,50,1,11,29,16994922,168,Official,web-servers,134870706
ruby:3.3.2-slim-bullseye,670,114,472,41,1,15,27,1257870500,2327,Official,languages-and-frameworks,77448661
zookeeper:3.9-jre-17,80,17,6,0,0,57,0,300045094,1430,Official,databases-and-storage,115269622
flink:1.18.1-java17,108,19,6,0,0,83,0,88612802,422,Official,data-science,577317712
cassandra:5.0-jammy,121,25,35,41,6,0,14,211080924,1542,Official,databases-and-storage,183417634
mono:6.12.0.182,283,200,10,13,3,6,51,42860323,521,Official,languages-and-frameworks,254819623
memcached:1.6.28-bookworm,49,32,0,1,1,0,15,11135890128,2175,Official,databases-and-storage,32898057
plone:5.2-python38,1086,197,572,123,20,99,75,6625827,96,Official,content-management-system,269009600
friendica:stable-apache,940,234,496,109,12,14,75,4852186,86,Official,,255662473
varnish:7.5.0,859,111,657,50,1,11,29,16994922,168,Official,web-servers,134870706
swipl:9.3.6,90,48,0,1,1,4,36,3073296,67,Official,languages-and-frameworks,96639293
consul:1.14.8,73,8,30,9,4,14,8,1033856217,1438,Official,,56689680
buildpack-deps:noble,128,57,61,9,0,1,0,233190199,669,Official,developer-tools,279729402
tomee:9.1.3-jre17-Temurin-ubuntu-webprofile,36,21,14,0,0,0,1,23838103,115,Official,web-servers,152843761
ghost:5.84,215,47,53,75,13,6,21,361382152,1712,Official,content-management-system,186320588
jruby:9.4.7.0-jre11,156,59,80,15,0,0,2,50371665,116,Official,languages-and-frameworks,132715937
api-firewall:0.7.1,12,2,6,0,0,1,3,37480,50,Official,api-management,14196776
odoo:16.0-20240603,290,102,13,28,11,24,112,40306116,1345,Official,content-management-system,583039753
docker:27.0.2-dind-alpine3.20,3,1,0,1,0,1,0,2980899991,2600,Official,developer-tools,151831675
odoo:17.0-20240603,137,50,50,20,1,16,0,40306116,1345,Official,content-management-system,602174649
erlang:20.3.8.26-slim,97,57,3,4,2,2,29,55245510,363,Official,languages-and-frameworks,112126088
sapmachine:ubuntu-noble,11,9,2,0,0,0,0,22340852,49,Official,languages-and-frameworks,243499100
vault:1.12.6,96,6,37,20,6,15,12,538553366,1112,Official,security,86027460
busybox:stable-musl,4,0,4,0,0,0,0,10941119635,3268,Official,operating-systems,852608
mageia:9,527,225,291,1,0,10,0,1624131,44,Official,operating-systems,101585224
julia:1.10.4-bookworm,62,38,0,1,1,0,22,14927502,333,Official,languages-and-frameworks,210887618
gradle:jdk-lts-and-current,107,34,29,35,5,1,3,239587983,575,Official,developer-tools,552808221
node:21.7.3-alpine3.20,5,1,4,0,0,0,0,5155852497,13487,Official,languages-and-frameworks,48944260
teamspeak:3.13.3,52,1,11,18,7,15,0,134294977,536,Official,,12788782
fedora:38,2,0,0,0,0,2,0,119427901,1205,Official,operating-systems,66970486
silverpeas:6.1.2,1392,266,710,258,76,25,57,1881618,45,Official,content-management-system,1426647796
fluentd:v1.16-1,18,5,5,1,0,7,0,11490508,194,Official,monitoring-and-observability,25125598
sl:7,726,417,284,9,3,10,3,602118,55,Official,operating-systems,71509903
matomo:5.0.3-apache,903,134,669,61,3,8,28,122921979,333,Official,monitoring-and-observability,202439101
archlinux:multilib-devel-20240101.0.204074,11,0,6,2,0,3,0,26344871,565,Official,operating-systems,316042474
